design,design_label,workload_operations,pipeline_stages,is_power_of_two,stages_with_work,pass_through_stages,min_operations_per_stage,max_operations_per_stage,pipeline_region,latency_cycles,throughput_items_per_cycle,target_mhz,target_period_ns,platform,synthesis_frontend,synthesis_hierarchical,abc_area,orfs_image,cell_count,area_um2,sequential_area_um2,combinational_area_um2,sequential_area_percent,setup_wns_ns,setup_tns_ns,setup_worst_startpoint,setup_worst_endpoint,setup_worst_path,target_met,minimum_period_ns,fmax_mhz,hold_slack_ns,sequential_power_internal_w,sequential_power_switching_w,sequential_power_leakage_w,sequential_power_total_w,combinational_power_internal_w,combinational_power_switching_w,combinational_power_leakage_w,combinational_power_total_w,clock_power_internal_w,clock_power_switching_w,clock_power_leakage_w,clock_power_total_w,power_internal_w,power_switching_w,power_leakage_w,power_total_w,vectorless_energy_per_item_pj_at_target,power_estimation,clock_tree_power_included,synthesis_problems,status,area_period_pareto,area_power_pareto,minimum_area_meeting_target,minimum_period_point,minimum_vectorless_power_point
rs_chien,RS Chien/Horner pipeline,64,38,no,38,0,1,2,multi_operation,38,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21914,2713.9941,423.4032,2290.5909,15.6,0.53578,0.0,pipeline_accumulator[3][38]$_DFFE_PP_,pipeline_accumulator[3][45]$_DFFE_PP_,pipeline_accumulator[3][38]$_DFFE_PP_ -> pipeline_accumulator[3][45]$_DFFE_PP_,yes,0.46422,2154.17,-0.09852,0.00557,0.000405,2.12e-07,0.00598,0.123,0.0641,1.84e-06,0.188,0.0,0.0,0.0,0.0,0.129,0.0645,2.05e-06,0.193,193.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,39,no,39,0,1,2,multi_operation,39,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,22110,2719.34496,429.61428,2289.73068,15.8,0.53643,0.0,pipeline_accumulator[4][51]$_DFFE_PP_,pipeline_accumulator[4][65]$_DFFE_PP_,pipeline_accumulator[4][51]$_DFFE_PP_ -> pipeline_accumulator[4][65]$_DFFE_PP_,yes,0.46357,2157.15,-0.09852,0.0055,0.000404,2.15e-07,0.00591,0.119,0.0608,1.83e-06,0.18,0.0,0.0,0.0,0.0,0.125,0.0612,2.05e-06,0.186,186.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,40,no,40,0,1,2,multi_operation,40,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21876,2703.7152,435.82536,2267.88984,16.12,0.53211,0.0,pipeline_accumulator[1][85]$_DFFE_PP_,pipeline_accumulator[1][95]$_DFFE_PP_,pipeline_accumulator[1][85]$_DFFE_PP_ -> pipeline_accumulator[1][95]$_DFFE_PP_,yes,0.46789,2137.27,-0.09852,0.00552,0.000393,2.18e-07,0.00591,0.118,0.059,1.83e-06,0.177,0.0,0.0,0.0,0.0,0.124,0.0594,2.05e-06,0.183,183.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,41,no,41,0,1,2,multi_operation,41,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21895,2701.44072,442.03644,2259.40428,16.36,0.53687,0.0,pipeline_accumulator[0][57]$_DFFE_PP_,pipeline_accumulator[0][63]$_DFFE_PP_,pipeline_accumulator[0][57]$_DFFE_PP_ -> pipeline_accumulator[0][63]$_DFFE_PP_,yes,0.46313,2159.23,-0.09972,0.0056,0.000414,2.21e-07,0.00601,0.119,0.0589,1.84e-06,0.178,0.0,0.0,0.0,0.0,0.125,0.0594,2.06e-06,0.184,184.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,42,no,42,0,1,2,multi_operation,42,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,22031,2722.8879,448.24752,2274.64038,16.46,0.53903,0.0,pipeline_accumulator[0][98]$_DFFE_PP_,pipeline_accumulator[0][103]$_DFFE_PP_,pipeline_accumulator[0][98]$_DFFE_PP_ -> pipeline_accumulator[0][103]$_DFFE_PP_,yes,0.46097000000000005,2169.34,-0.09972,0.00552,0.000424,2.24e-07,0.00595,0.112,0.0568,1.84e-06,0.169,0.0,0.0,0.0,0.0,0.118,0.0572,2.06e-06,0.175,175.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,43,no,43,0,1,2,multi_operation,43,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,22210,2733.19596,454.4586,2278.73736,16.63,0.53373,0.0,pipeline_accumulator[0][45]$_DFFE_PP_,pipeline_accumulator[0][53]$_DFFE_PP_,pipeline_accumulator[0][45]$_DFFE_PP_ -> pipeline_accumulator[0][53]$_DFFE_PP_,yes,0.46626999999999996,2144.68,-0.09972,0.00548,0.000423,2.27e-07,0.0059,0.109,0.0541,1.84e-06,0.163,0.0,0.0,0.0,0.0,0.114,0.0545,2.06e-06,0.169,169.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,44,no,44,0,1,2,multi_operation,44,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,22085,2731.72338,460.66968,2271.0537,16.86,0.54018,0.0,pipeline_accumulator[0][86]$_DFFE_PP_,pipeline_accumulator[0][95]$_DFFE_PP_,pipeline_accumulator[0][86]$_DFFE_PP_ -> pipeline_accumulator[0][95]$_DFFE_PP_,yes,0.45982,2174.77,-0.09972,0.00555,0.000455,2.3e-07,0.00601,0.109,0.0548,1.84e-06,0.163,0.0,0.0,0.0,0.0,0.114,0.0553,2.07e-06,0.169,169.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,45,no,45,0,1,2,multi_operation,45,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,22249,2740.17978,466.88076,2273.29902,17.04,0.53037,0.0,pipeline_accumulator[1][4]$_DFFE_PP_,pipeline_accumulator[1][13]$_DFFE_PP_,pipeline_accumulator[1][4]$_DFFE_PP_ -> pipeline_accumulator[1][13]$_DFFE_PP_,yes,0.46963,2129.35,-0.09852,0.0055,0.000453,2.33e-07,0.00595,0.105,0.0506,1.84e-06,0.156,0.0,0.0,0.0,0.0,0.111,0.0511,2.07e-06,0.162,162.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,46,no,46,0,1,2,multi_operation,46,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,22345,2755.67832,473.09184,2282.58648,17.17,0.53717,0.0,pipeline_accumulator[0][157]$_DFFE_PP_,pipeline_accumulator[1][3]$_DFFE_PP_,pipeline_accumulator[0][157]$_DFFE_PP_ -> pipeline_accumulator[1][3]$_DFFE_PP_,yes,0.46282999999999996,2160.63,-0.09972,0.00545,0.000441,2.36e-07,0.00589,0.1,0.0496,1.84e-06,0.15,0.0,0.0,0.0,0.0,0.105,0.05,2.07e-06,0.155,155.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,47,no,47,0,1,2,multi_operation,47,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,22404,2770.87068,479.30292,2291.56776,17.3,0.53945,0.0,pipeline_x[0][130]$_DFFE_PP_,pipeline_accumulator[0][144]$_DFFE_PP_,pipeline_x[0][130]$_DFFE_PP_ -> pipeline_accumulator[0][144]$_DFFE_PP_,yes,0.46055,2171.3,-0.09972,0.00543,0.000466,2.39e-07,0.00589,0.0945,0.0475,1.84e-06,0.142,0.0,0.0,0.0,0.0,0.0999,0.0479,2.08e-06,0.148,148.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,48,no,48,0,1,2,multi_operation,48,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,22767,2803.23828,485.514,2317.72428,17.32,0.53858,0.0,pipeline_accumulator[0][52]$_DFFE_PP_,pipeline_accumulator[0][64]$_DFFE_PP_,pipeline_accumulator[0][52]$_DFFE_PP_ -> pipeline_accumulator[0][64]$_DFFE_PP_,yes,0.46142,2167.24,-0.09972,0.00535,0.000466,2.42e-07,0.00581,0.0895,0.044,1.84e-06,0.133,0.0,0.0,0.0,0.0,0.0948,0.0444,2.09e-06,0.139,139.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,49,no,49,0,1,2,multi_operation,49,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,22810,2811.65094,491.72508,2319.92586,17.49,0.53721,0.0,pipeline_accumulator[0][294]$_DFFE_PP_,pipeline_accumulator[0][303]$_DFFE_PP_,pipeline_accumulator[0][294]$_DFFE_PP_ -> pipeline_accumulator[0][303]$_DFFE_PP_,yes,0.46279000000000003,2160.8,-0.09852,0.00536,0.000489,2.45e-07,0.00585,0.0867,0.0433,1.84e-06,0.13,0.0,0.0,0.0,0.0,0.0921,0.0438,2.09e-06,0.136,136.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,50,no,50,0,1,2,multi_operation,50,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,22866,2808.7641,497.93616,2310.82794,17.73,0.53367,0.0,pipeline_accumulator[1][147]$_DFFE_PP_,pipeline_accumulator[1][154]$_DFFE_PP_,pipeline_accumulator[1][147]$_DFFE_PP_ -> pipeline_accumulator[1][154]$_DFFE_PP_,yes,0.46632999999999997,2144.43,-0.09852,0.00532,0.000487,2.48e-07,0.00581,0.0842,0.0401,1.83e-06,0.124,0.0,0.0,0.0,0.0,0.0895,0.0406,2.08e-06,0.13,130.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,51,no,51,0,1,2,multi_operation,51,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,22988,2831.26104,504.14724,2327.1138,17.81,0.53955,0.0,pipeline_accumulator[1][159]$_DFFE_PP_,pipeline_accumulator[1][164]$_DFFE_PP_,pipeline_accumulator[1][159]$_DFFE_PP_ -> pipeline_accumulator[1][164]$_DFFE_PP_,yes,0.46044999999999997,2171.78,-0.09852,0.0053,0.00051,2.51e-07,0.00581,0.0794,0.0392,1.84e-06,0.119,0.0,0.0,0.0,0.0,0.0847,0.0397,2.09e-06,0.124,124.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,52,no,52,0,1,2,multi_operation,52,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23025,2837.60334,510.35832,2327.24502,17.99,0.53714,0.0,pipeline_accumulator[0][308]$_DFFE_PP_,pipeline_accumulator[0][313]$_DFFE_PP_,pipeline_accumulator[0][308]$_DFFE_PP_ -> pipeline_accumulator[0][313]$_DFFE_PP_,yes,0.46286,2160.48,-0.09852,0.00529,0.000515,2.54e-07,0.00581,0.077,0.0376,1.85e-06,0.115,0.0,0.0,0.0,0.0,0.0823,0.0381,2.1e-06,0.12,120.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,53,no,53,0,1,2,multi_operation,53,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23062,2842.85214,516.5694,2326.28274,18.17,0.54012,0.0,pipeline_accumulator[1][67]$_DFFE_PP_,pipeline_accumulator[1][75]$_DFFE_PP_,pipeline_accumulator[1][67]$_DFFE_PP_ -> pipeline_accumulator[1][75]$_DFFE_PP_,yes,0.45988,2174.49,-0.09852,0.00529,0.000525,2.57e-07,0.00581,0.073,0.0362,1.84e-06,0.109,0.0,0.0,0.0,0.0,0.0783,0.0367,2.1e-06,0.115,115.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,54,no,54,0,1,2,multi_operation,54,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23303,2859.82326,522.78048,2337.04278,18.28,0.53638,0.0,pipeline_accumulator[1][58]$_DFFE_PP_,pipeline_accumulator[1][64]$_DFFE_PP_,pipeline_accumulator[1][58]$_DFFE_PP_ -> pipeline_accumulator[1][64]$_DFFE_PP_,yes,0.46362000000000003,2156.93,-0.09852,0.0052,0.000526,2.6e-07,0.00573,0.0685,0.0323,1.85e-06,0.101,0.0,0.0,0.0,0.0,0.0737,0.0329,2.11e-06,0.107,107.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,55,no,55,0,1,2,multi_operation,55,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23126,2849.85054,528.99156,2320.85898,18.56,0.53887,0.0,pipeline_accumulator[1][49]$_DFFE_PP_,pipeline_accumulator[1][54]$_DFFE_PP_,pipeline_accumulator[1][49]$_DFFE_PP_ -> pipeline_accumulator[1][54]$_DFFE_PP_,yes,0.46113,2168.58,-0.09852,0.00529,0.000537,2.63e-07,0.00583,0.0681,0.033,1.84e-06,0.101,0.0,0.0,0.0,0.0,0.0733,0.0335,2.1e-06,0.107,107.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,56,no,56,0,1,2,multi_operation,56,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23242,2867.27364,535.20264,2332.071,18.67,0.54598,0.0,pipeline_accumulator[0][279]$_DFFE_PP_,pipeline_accumulator[0][284]$_DFFE_PP_,pipeline_accumulator[0][279]$_DFFE_PP_ -> pipeline_accumulator[0][284]$_DFFE_PP_,yes,0.45402,2202.57,-0.09852,0.0052,0.000549,2.66e-07,0.00575,0.0614,0.0303,1.85e-06,0.0917,0.0,0.0,0.0,0.0,0.0666,0.0308,2.11e-06,0.0975,97.5,vectorless_post_synthesis,no,0,success,yes,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,57,no,57,0,1,2,multi_operation,57,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23309,2871.93924,541.41372,2330.52552,18.85,0.53908,0.0,pipeline_accumulator[1][246]$_DFFE_PP_,pipeline_accumulator[1][253]$_DFFE_PP_,pipeline_accumulator[1][246]$_DFFE_PP_ -> pipeline_accumulator[1][253]$_DFFE_PP_,yes,0.46092,2169.57,-0.09852,0.00517,0.000556,2.69e-07,0.00573,0.0588,0.0273,1.84e-06,0.0862,0.0,0.0,0.0,0.0,0.064,0.0279,2.11e-06,0.0919,91.9,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,58,no,58,0,1,2,multi_operation,58,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23328,2879.02512,547.6248,2331.40032,19.02,0.54989,0.0,pipeline_accumulator[1][62]$_DFFE_PP_,pipeline_accumulator[1][75]$_DFFE_PP_,pipeline_accumulator[1][62]$_DFFE_PP_ -> pipeline_accumulator[1][75]$_DFFE_PP_,yes,0.45011,2221.67,-0.09852,0.00517,0.000559,2.72e-07,0.00573,0.0548,0.0262,1.85e-06,0.081,0.0,0.0,0.0,0.0,0.06,0.0268,2.12e-06,0.0868,86.8,vectorless_post_synthesis,no,0,success,yes,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,59,no,59,0,1,2,multi_operation,59,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23517,2892.97818,553.83588,2339.1423,19.14,0.53133,0.0,pipeline_accumulator[1][37]$_DFFE_PP_,pipeline_accumulator[1][43]$_DFFE_PP_,pipeline_accumulator[1][37]$_DFFE_PP_ -> pipeline_accumulator[1][43]$_DFFE_PP_,yes,0.46867000000000003,2133.68,-0.09852,0.00511,0.000574,2.75e-07,0.00569,0.0506,0.0229,1.84e-06,0.0735,0.0,0.0,0.0,0.0,0.0557,0.0235,2.11e-06,0.0792,79.2,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,60,no,60,0,1,2,multi_operation,60,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23696,2920.69476,560.04696,2360.6478,19.18,0.53528,0.0,pipeline_accumulator[1][128]$_DFFE_PP_,pipeline_accumulator[1][133]$_DFFE_PP_,pipeline_accumulator[1][128]$_DFFE_PP_ -> pipeline_accumulator[1][133]$_DFFE_PP_,yes,0.46472,2151.84,-0.09852,0.00501,0.000578,2.78e-07,0.00558,0.0435,0.0204,1.85e-06,0.0639,0.0,0.0,0.0,0.0,0.0485,0.021,2.12e-06,0.0695,69.5,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,61,no,61,0,1,2,multi_operation,61,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23739,2921.20506,566.25804,2354.94702,19.38,0.5493,0.0,pipeline_accumulator[1][89]$_DFFE_PP_,pipeline_accumulator[1][95]$_DFFE_PP_,pipeline_accumulator[1][89]$_DFFE_PP_ -> pipeline_accumulator[1][95]$_DFFE_PP_,yes,0.4507,2218.77,-0.09852,0.00504,0.000585,2.81e-07,0.00562,0.0413,0.0193,1.85e-06,0.0605,0.0,0.0,0.0,0.0,0.0463,0.0198,2.13e-06,0.0662,66.2,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,62,no,62,0,1,2,multi_operation,62,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23788,2928.65544,572.46912,2356.18632,19.55,0.54825,0.0,pipeline_accumulator[1][299]$_DFFE_PP_,pipeline_accumulator[1][303]$_DFFE_PP_,pipeline_accumulator[1][299]$_DFFE_PP_ -> pipeline_accumulator[1][303]$_DFFE_PP_,yes,0.45175,2213.61,-0.09852,0.00499,0.000601,2.84e-07,0.00559,0.0374,0.0169,1.84e-06,0.0543,0.0,0.0,0.0,0.0,0.0424,0.0175,2.12e-06,0.0599,59.9,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,63,no,63,0,1,2,multi_operation,63,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,24022,2949.85476,578.6802,2371.17456,19.62,0.53233,0.0,pipeline_accumulator[1][309]$_DFFE_PP_,pipeline_accumulator[1][314]$_DFFE_PP_,pipeline_accumulator[1][309]$_DFFE_PP_ -> pipeline_accumulator[1][314]$_DFFE_PP_,yes,0.46767000000000003,2138.28,-0.09852,0.00496,0.000586,2.87e-07,0.00555,0.0339,0.0151,1.85e-06,0.0489,0.0,0.0,0.0,0.0,0.0388,0.0156,2.13e-06,0.0545,54.5,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,64,yes,64,0,1,1,one_operation,64,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,24778,3040.06122,584.89128,2455.16994,19.24,0.67064,0.0,pipeline_accumulator[0][606]$_DFFE_PP_,pipeline_accumulator[0][613]$_DFFE_PP_,pipeline_accumulator[0][606]$_DFFE_PP_ -> pipeline_accumulator[0][613]$_DFFE_PP_,yes,0.32936,3036.19,-0.09852,0.00492,0.000586,2.89e-07,0.00551,0.0284,0.014,1.89e-06,0.0425,0.0,0.0,0.0,0.0,0.0333,0.0146,2.18e-06,0.048,48.0,vectorless_post_synthesis,no,0,success,yes,yes,no,yes,yes
